#ID	Ca	Cb	Cc	Cd	Ce	Ch1a	Ch1b	Ch1c	Ch1d	Ch1e	Ch2a	Ch2b	Ch2c	Ch2d	Ch2e	Ch3a	Ch3b	Ch3c	Ch3d	Ch3e	Ch4a	Ch4b	Ch4c	Ch4d	Ch4e	Ch5a	Ch5b	Ch5c	Ch5d	Ch5e	E1a	E1b	E1c	E1d	E1e	Ra	Rb	Rc	Rd	Re	Wa	Wb	Wc	Wd	We	taxonomy
321696	1.219706566	98.88924559	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	147.9707935	1.219706566	1.219706566	100.1006461	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	0	0	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Thalassospira; s__Thalassospira xiamenensis
543253	1.219706566	98.88924559	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	0	0	1.219706566	1.219706566	100.1006461	98.88924559	1.219706566	100.1006461	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
548485	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	100.1006461	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	100.1006461	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	100.1006461	1.219706566	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	0	0	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Muricauda; s__
533356	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	98.88924559	147.0619293	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
353564	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	148.6156712	1.219706566	0	98.88924559	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
270600	1.219706566	98.88924559	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	2.088449965	100.1006461	0	98.88924559	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Thalassobius; s__
161153	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	100.1006461	2.088449965	1.219706566	0	0	1.219706566	1.219706566	147.9707935	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
558188	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	147.9707935	2.088449965	1.219706566	98.88924559	0	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
9234	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	0	0	1.219706566	1.219706566	1.219706566	98.88924559	100.1006461	1.219706566	2.088449965	2.088449965	100.1006461	1.219706566	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
8934	100.1006461	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	100.9677089	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	0	0	1.219706566	1.219706566	1.219706566	98.88924559	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
108820	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	100.1006461	100.9677089	1.219706566	98.88924559	0	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
343849	1.219706566	0	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	1.219706566	100.1006461	100.1006461	1.219706566	100.1006461	1.219706566	2.088449965	1.219706566	0	0	1.219706566	1.219706566	1.219706566	0	1.219706566	1.219706566	2.088449965	2.088449965	1.219706566	1.219706566	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
