#ID	Ca	Cb	Cc	Cd	Ce	Ch1a	Ch1b	Ch1c	Ch1d	Ch1e	Ch2a	Ch2b	Ch2c	Ch2d	Ch2e	Ch3a	Ch3b	Ch3c	Ch3d	Ch3e	Ch4a	Ch4b	Ch4c	Ch4d	Ch4e	Ch5a	Ch5b	Ch5c	Ch5d	Ch5e	E1a	E1b	E1c	E1d	E1e	Ra	Rb	Rc	Rd	Re	Wa	Wb	Wc	Wd	We	taxonomy
572937	0	814	814	0	0	829	24	15	1605	17	11	11	1163	11	820	7	7	17	17	7	1774	1905	1774	1843	1360	1774	1962	1692	2184	2013	1351	0	0	814	0	7	7	7	0	820	11	827	24	820	7	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
8806	1692	1692	1152	0	814	1163	24	827	7	829	824	11	1163	1498	1156	7	820	829	829	820	2184	1696	2013	1905	2459	820	1156	0	7	820	814	0	0	814	0	820	7	7	0	7	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
95477	814	0	0	814	0	17	24	827	1156	1163	1776	1776	2018	2015	2184	1605	1496	829	1701	1696	7	820	7	820	1162	1605	1156	1692	7	820	814	0	814	0	0	1356	1156	7	0	1156	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales
252291	1492	814	814	1601	1601	17	24	15	7	17	11	11	17	11	7	7	7	17	17	7	7	7	7	7	15	7	7	0	7	7	2344	1958	2216	2314	2522	7	7	7	0	7	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae
308505	0	814	814	0	1152	17	835	1360	1356	1163	1498	1159	1611	1845	1696	1774	1605	1501	829	1905	820	1496	7	1156	1360	1156	820	1351	820	1843	1692	1770	1492	1152	1351	7	820	7	1152	7	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales
144856	2344	2451	2522	2399	2704	17	24	15	7	17	11	11	17	11	7	7	7	17	17	7	7	7	7	7	15	7	1156	0	7	7	0	0	0	0	0	7	7	7	0	7	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
354693	814	814	1692	814	1351	17	24	15	7	17	11	11	17	11	7	7	7	17	17	7	7	7	7	820	15	7	820	0	7	7	2283	2314	2451	2723	2648	7	7	7	0	7	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
115231	2587	2283	2451	2314	2608	829	24	15	7	17	11	11	17	11	7	7	820	17	17	7	7	7	7	7	15	7	7	0	7	1356	1839	1152	1770	1901	1692	7	7	7	0	7	11	15	24	7	7	Root; k__Bacteria
211106	0	1351	1152	814	0	17	24	827	1774	1163	11	11	829	11	7	820	820	17	17	820	2860	1356	1905	2061	2017	2061	2105	2425	2403	2287	814	1351	0	1351	1152	7	7	7	0	7	11	15	24	7	820	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae
99944	1839	1901	814	1958	1839	17	24	15	7	17	11	11	17	11	7	7	7	17	17	7	7	7	7	7	15	7	7	0	7	7	2740	2499	2372	2886	2608	7	1156	7	0	820	11	15	835	7	820	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__
58666	814	0	0	0	0	829	1168	1162	1905	1361	824	11	17	11	7	820	820	17	1163	1156	2633	2146	2105	2347	2188	1356	7	1692	1496	1496	0	814	814	1351	0	1356	820	1356	1601	7	1607	2259	2070	2184	2429	Root; k__Bacteria
314823	3129	3212	3104	3165	3079	17	24	15	820	17	11	11	17	11	7	7	7	17	17	7	7	7	7	7	15	820	7	0	7	7	0	0	0	0	0	820	1156	1356	1351	820	824	1360	835	1156	820	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales
39391	2566	2704	2425	2587	2587	17	24	15	820	17	11	824	17	11	820	7	7	17	17	7	7	7	7	7	15	7	7	0	820	7	2522	2775	2930	2930	3223	820	820	1156	1351	1156	11	15	24	7	820	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
172062	0	0	0	0	0	2151	835	2575	3182	1967	2063	1698	1361	1964	1774	820	1356	829	1163	1696	2633	2013	2254	2184	2109	2727	2455	2216	2526	2549	0	0	0	0	0	820	1496	1156	1351	1496	11	15	24	820	820	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
84240	2251	2451	1958	2216	2101	17	24	15	7	17	11	11	17	11	7	7	7	17	17	7	7	7	820	7	827	7	7	814	1496	7	3200	2987	2628	3614	3356	7	820	820	0	7	1159	827	24	820	1156	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__
262719	0	0	0	0	0	1501	24	1700	2318	1701	2289	2482	2353	2148	2526	1356	1356	17	829	1905	2455	1774	2061	2184	2109	2964	3005	3268	2992	2220	0	0	0	0	0	7	7	1156	0	7	11	15	24	7	7	Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
586779	0	0	0	0	0	1701	835	2224	3146	1701	1845	1498	1967	2063	1496	2526	2455	1910	2292	2287	3351	2592	2403	2503	2352	2844	2184	2648	2429	1605	0	0	0	0	0	7	7	7	0	7	11	15	835	820	7	Root; k__Bacteria; p__Bacteroidetes; c__Sphingobacteria; o__Sphingobacteriales; f__Flammeovirgaceae
279374	1351	1692	1839	2142	2101	17	24	15	820	17	11	11	17	11	7	7	7	17	17	7	7	7	7	7	15	7	7	0	7	7	0	1492	1152	1351	0	3005	2690	2479	3153	2796	2798	2553	2070	3436	3872	Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
